RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
656,12667867,Customer_655,698,Germany,Male,66,7,90093.87,3,1,0,24491.81,1
657,66987271,Customer_656,412,Spain,Male,20,8,151209.86,3,1,0,25038.01,1
658,51241273,Customer_657,659,Spain,Female,37,5,96862.82,2,1,1,24162.93,0
659,55718843,Customer_658,722,France,Male,37,2,215869.97,3,1,1,11586.56,0
660,78452891,Customer_659,592,Germany,Male,47,9,77200.57,1,1,1,86808.8,0
661,75432283,Customer_660,842,Spain,Female,52,2,73383.7,1,1,1,146275.2,0
662,81275364,Customer_661,715,France,Female,52,0,66499.42,1,0,0,71415.86,1
663,34244264,Customer_662,679,Germany,Female,66,4,83195.22,3,0,1,85706.05,0
664,52734307,Customer_663,456,Spain,Female,56,3,139351.24,1,1,0,145515.77,1
665,84993343,Customer_664,575,Spain,Female,44,8,176753.82,1,1,0,45725.51,1
666,77606426,Customer_665,662,Germany,Male,43,8,165641.98,1,1,1,130185.84,0
667,55791733,Customer_666,567,Germany,Male,31,4,201929.45,2,0,0,86494.67,1
668,14578238,Customer_667,774,Germany,Female,34,9,221478.5,3,0,1,89726.71,0
669,30814992,Customer_668,590,Germany,Female,35,3,204019.76,3,1,1,58044.34,0
670,31288948,Customer_669,608,France,Female,62,6,4736.35,3,0,1,88621.81,0
671,15562067,Customer_670,725,Germany,Female,69,5,183979.49,2,1,1,20239.95,1
672,48791628,Customer_671,611,Spain,Female,46,3,52099.89,3,1,1,117050.1,0
673,37345820,Customer_672,354,Spain,Male,37,9,33232.01,2,1,0,49856.29,0
674,45154828,Customer_673,610,France,Male,44,1,159622.2,2,1,1,134265.17,0
675,30088365,Customer_674,403,Spain,Male,35,0,79935.8,3,1,1,61499.1,0
676,68842658,Customer_675,396,Spain,Male,21,3,14279.29,1,1,0,29995.38,0
677,53109628,Customer_676,564,Germany,Female,18,3,34407.43,1,1,1,107423.42,0
678,23021573,Customer_677,526,Spain,Male,67,0,232.35,3,0,1,33040.94,0
679,62827729,Customer_678,358,France,Female,18,5,225805.91,3,1,0,115515.27,1
680,54620658,Customer_679,448,Germany,Female,43,3,6154.5,2,0,0,145535.71,0
681,39933823,Customer_680,369,Germany,Female,62,0,52363.94,3,1,1,119137.4,0
682,90155332,Customer_681,727,France,Male,37,0,104065.7,2,1,0,13142.89,1
683,94461358,Customer_682,590,Germany,Female,69,0,89142.83,3,0,1,93984.01,0
684,65519128,Customer_683,410,Germany,Male,40,7,227931.47,1,0,0,107357.49,1
685,61509697,Customer_684,728,France,Male,27,9,10072.24,1,1,1,125564.17,0
686,96966281,Customer_685,839,Germany,Female,28,7,128053.68,3,0,1,17840.32,0
687,17136029,Customer_686,768,France,Female,58,1,170119.87,2,1,1,77215.1,1
688,97350522,Customer_687,527,France,Female,58,6,232924.49,1,1,0,84951.92,1
689,69994988,Customer_688,687,Spain,Male,22,7,155092.81,2,0,1,33677.48,0
690,46869124,Customer_689,411,Spain,Female,18,7,200938.81,3,0,0,55142.97,1
691,31496823,Customer_690,494,Germany,Male,34,9,20931.23,3,0,1,71631.04,0
692,16285088,Customer_691,565,Germany,Female,39,6,96484.88,1,0,1,126649.36,0
693,59907857,Customer_692,352,France,Female,51,4,93486.78,3,1,1,140117.06,0
694,89569119,Customer_693,509,Germany,Male,62,0,221572.05,1,0,1,97979.2,1
695,81021806,Customer_694,576,France,Male,58,8,37842.79,2,0,1,65292.33,0
696,17468810,Customer_695,835,France,Male,46,6,37971.54,1,0,0,45564.34,0
697,11635156,Customer_696,618,Germany,Male,21,1,82139.54,1,0,0,147498.93,0
698,35301054,Customer_697,469,France,Male,22,5,13616.51,2,0,0,147622.8,0
699,87264088,Customer_698,730,Spain,Male,28,1,45614.51,1,1,1,139496.77,0
700,15001045,Customer_699,844,Germany,Female,68,0,241302.41,1,1,1,119993.68,1
701,81572282,Customer_700,438,Spain,Female,38,6,107045.98,3,0,0,55609.14,1
702,38267184,Customer_701,678,Germany,Male,52,1,158004.8,2,0,1,124380.07,1
703,14345760,Customer_702,417,France,Female,29,1,181527.81,1,1,1,67231.02,0
704,33930984,Customer_703,747,Germany,Male,43,4,91740.35,2,0,1,55748.23,0
705,46805730,Customer_704,706,Spain,Female,68,4,36806.77,2,1,0,114281.15,1
706,48019582,Customer_705,447,France,Female,36,6,51645.25,1,1,0,21151.55,0
707,68720660,Customer_706,616,Germany,Male,62,0,78316.62,3,0,0,16798.78,1
708,65229238,Customer_707,454,Germany,Male,24,7,159017.11,2,1,0,72713.52,1
709,28100699,Customer_708,789,Germany,Male,64,2,99570.14,1,0,0,72389.43,1
710,11722320,Customer_709,672,Spain,Female,24,3,1703.67,2,0,1,135390.18,0
711,23298372,Customer_710,472,Spain,Male,43,8,130851.8,3,1,1,27661.43,0
712,39702914,Customer_711,825,Germany,Female,57,3,230378.35,3,1,1,27259.75,1
713,91550308,Customer_712,378,France,Male,22,9,203019.4,3,0,1,30643.36,0
714,41657524,Customer_713,486,France,Female,38,4,206302.84,1,1,0,14163.08,1
715,41206052,Customer_714,544,Spain,Female,31,6,198764.5,1,0,0,20042.44,1
716,40413513,Customer_715,758,France,Male,21,3,80932.71,3,1,1,102381.78,0
717,35329097,Customer_716,575,Spain,Female,40,0,191298.46,1,1,0,70421.81,1
718,22243026,Customer_717,681,Germany,Female,59,8,35790.34,3,0,1,116904.43,0
719,66024141,Customer_718,519,Spain,Male,37,3,164429.04,1,0,1,148963.68,0
720,85356616,Customer_719,358,Spain,Female,32,8,160392.14,3,0,1,102264.86,0
721,27864557,Customer_720,812,Germany,Male,67,5,6392.45,2,1,1,17063.78,0
722,16195200,Customer_721,389,France,Male,69,0,196992.53,3,0,0,24638.8,1
723,81086130,Customer_722,374,Spain,Male,62,2,225812.03,3,0,1,133340.57,1
724,63363404,Customer_723,610,Spain,Male,46,1,66853.82,1,1,0,83849.43,0
725,94729603,Customer_724,744,Germany,Female,25,8,203097.68,1,1,1,125477.2,0
726,52489277,Customer_725,792,France,Female,58,0,20601.49,1,0,1,129925.73,0
727,23832640,Customer_726,575,Spain,Female,65,8,149991.96,1,0,1,139874.44,1
728,76360176,Customer_727,821,Germany,Male,36,8,121411.72,1,0,1,142976.09,0
729,40061031,Customer_728,473,Spain,Female,65,7,136480.88,1,0,0,87675.61,1
730,77201057,Customer_729,812,Germany,Female,56,7,231551.3,2,1,1,57742.82,1
731,71902171,Customer_730,387,France,Male,63,0,217828.81,3,1,0,144661.08,1
732,90197726,Customer_731,677,France,Male,45,7,196270.91,3,0,1,86636.9,0
733,95072967,Customer_732,600,France,Female,63,9,68424.61,3,0,1,18995.38,0
734,75812633,Customer_733,738,France,Male,44,2,227954.66,2,0,1,99988.72,0
735,97220897,Customer_734,525,Spain,Male,21,6,24376.92,3,1,0,92275.87,0
736,42043445,Customer_735,439,Spain,Male,32,0,213332.3,2,0,1,135411.0,0
737,91052418,Customer_736,751,France,Male,52,0,82040.02,2,0,1,101446.21,0
738,96601594,Customer_737,803,France,Female,54,9,13443.08,2,1,1,58867.34,0
739,46213003,Customer_738,386,France,Male,18,4,167339.25,3,1,1,145271.6,0
740,26689088,Customer_739,665,Spain,Male,20,4,57819.98,2,0,1,122226.73,0
741,98720437,Customer_740,525,France,Male,64,7,60892.78,3,0,0,98258.47,1
742,17102173,Customer_741,810,France,Male,41,6,76511.79,3,1,0,51009.53,0
743,55388538,Customer_742,633,France,Male,44,7,15921.19,1,0,1,62295.64,0
744,48720111,Customer_743,802,Germany,Male,57,5,44281.79,1,0,1,103795.79,0
745,58515838,Customer_744,810,France,Male,53,5,1284.91,2,1,0,20077.31,1
746,71356950,Customer_745,430,Germany,Male,51,1,111352.38,2,1,1,45935.28,1
747,32064334,Customer_746,463,Germany,Female,46,5,21063.84,3,1,0,109946.13,0
748,24681316,Customer_747,389,France,Male,41,4,170663.15,2,0,1,77202.59,0
749,71681549,Customer_748,650,Germany,Female,41,2,58905.71,2,1,1,66335.1,0
750,81209537,Customer_749,573,France,Male,59,5,235893.54,3,1,0,31204.07,1
751,58840101,Customer_750,667,Spain,Male,21,7,217812.91,2,0,1,71858.86,0
752,72468859,Customer_751,698,Spain,Male,20,8,72360.22,2,0,0,117896.88,0
753,60305761,Customer_752,464,Spain,Male,51,0,195803.86,3,1,0,46961.8,1
754,39367077,Customer_753,535,Spain,Female,66,2,200811.23,3,1,0,10755.8,1
755,71580593,Customer_754,672,Germany,Male,40,2,246640.78,1,0,1,103590.69,0
756,60011985,Customer_755,405,France,Male,69,7,149460.0,3,0,0,146167.72,1
757,84062621,Customer_756,389,France,Female,40,0,20491.43,1,1,0,94955.72,0
758,42843745,Customer_757,703,France,Female,62,4,161709.31,2,1,1,26789.06,1
759,29350835,Customer_758,389,Spain,Male,22,2,156244.94,3,0,1,54902.63,0
760,79562616,Customer_759,696,Spain,Female,48,1,159587.64,3,1,1,131469.83,0
761,70084389,Customer_760,810,France,Female,58,7,76786.41,3,0,1,42559.53,0
762,67597408,Customer_761,586,Spain,Female,23,2,214919.9,2,1,1,95077.43,0
763,20320855,Customer_762,638,France,Male,54,6,239868.05,1,0,1,66373.97,1
764,28130254,Customer_763,611,France,Male,27,0,54428.13,2,0,0,39098.12,0
765,81766557,Customer_764,565,France,Male,57,5,22038.04,2,1,1,123876.97,0
766,89945266,Customer_765,496,France,Female,24,2,48633.76,3,1,0,113996.38,0
767,53558992,Customer_766,685,France,Male,56,7,205138.03,1,0,1,102622.75,1
768,61628164,Customer_767,517,France,Female,55,5,169161.16,2,1,0,43087.12,1
769,75377052,Customer_768,441,France,Male,38,1,159011.84,3,1,0,23699.98,1
770,97349431,Customer_769,702,Spain,Male,37,5,100448.28,2,1,1,90662.31,0
771,91251088,Customer_770,408,France,Female,20,6,144456.99,2,0,1,87514.9,0
772,45409403,Customer_771,408,France,Male,68,4,76968.53,3,1,0,36373.9,1
773,26045907,Customer_772,653,Spain,Female,39,2,119300.02,3,1,1,17874.54,0
774,72754884,Customer_773,518,Spain,Female,64,3,198265.76,1,0,1,21299.18,1
775,58458273,Customer_774,618,Spain,Male,21,3,245310.4,2,1,0,148987.94,1
776,25734209,Customer_775,712,France,Female,45,5,233122.23,3,1,0,119701.75,1
777,79800140,Customer_776,394,Germany,Male,29,9,233466.49,3,0,0,139078.25,1
778,46081386,Customer_777,694,Germany,Male,55,0,100555.93,1,0,1,37307.66,1
779,83658410,Customer_778,530,Spain,Female,68,3,117197.47,1,1,1,144479.6,1
780,67395058,Customer_779,519,Germany,Male,53,9,176408.85,3,1,1,29971.61,1
781,35827438,Customer_780,705,Spain,Female,64,3,230547.98,1,0,1,81271.46,1
782,26663288,Customer_781,540,France,Male,58,9,35498.56,3,0,0,126157.4,1
783,23081782,Customer_782,504,Germany,Male,22,0,76060.47,2,1,1,58972.47,0
784,69387253,Customer_783,771,France,Male,30,8,34811.71,1,1,0,69475.99,0
785,53669391,Customer_784,537,Germany,Male,40,3,153002.13,2,1,1,27945.92,0
786,78181511,Customer_785,356,France,Male,67,6,76575.25,2,0,1,27209.06,0
787,48660995,Customer_786,482,Germany,Female,47,2,81526.96,2,1,0,96739.55,0
788,18234679,Customer_787,584,France,Female,54,9,17728.99,3,0,1,104574.53,0
789,33240984,Customer_788,394,France,Female,42,2,87449.02,2,0,1,118826.55,0
790,32383810,Customer_789,663,Germany,Female,65,7,215624.13,2,0,0,87935.49,1
791,75438362,Customer_790,598,France,Female,44,7,58268.2,2,1,1,100406.3,0
792,58566364,Customer_791,848,France,Female,68,0,173796.87,3,1,0,11892.42,1
793,28727583,Customer_792,380,France,Male,31,9,157407.09,2,1,0,32703.9,1
794,79019569,Customer_793,372,Germany,Male,65,1,215871.15,2,0,0,147888.07,1
795,45156028,Customer_794,775,Germany,Female,64,7,33071.99,1,1,0,20639.09,1
796,30568697,Customer_795,743,France,Female,53,0,244397.49,3,0,1,105030.35,1
797,31900338,Customer_796,509,France,Male,56,7,145657.16,2,0,1,34651.57,1
798,51311634,Customer_797,712,Germany,Male,33,7,248868.54,1,0,1,110340.6,0
799,49902996,Customer_798,786,Germany,Male,39,1,227878.68,3,0,0,108838.66,1
800,64481924,Customer_799,507,France,Female,38,3,55379.32,3,0,1,42787.87,0
801,15723601,Customer_800,388,France,Female,38,5,14040.5,3,0,1,47748.82,0
802,26618153,Customer_801,764,France,Female,25,8,63909.77,3,1,1,101667.9,0
803,99165628,Customer_802,431,Spain,Male,66,7,131890.91,3,0,1,64612.05,1
804,12382357,Customer_803,705,Germany,Male,33,7,42899.09,3,1,0,37236.72,0
805,85012933,Customer_804,607,Spain,Female,48,6,41864.94,2,0,0,112435.14,0
806,23630084,Customer_805,555,Germany,Female,59,8,115648.39,2,1,1,31580.65,1
807,62576779,Customer_806,426,Germany,Male,27,1,8316.99,2,1,0,129790.11,0
808,90890201,Customer_807,826,Germany,Male,49,2,30472.02,2,1,1,82053.73,0
809,92537517,Customer_808,361,Germany,Male,51,9,103965.33,1,1,1,24798.08,1
810,98132129,Customer_809,644,Germany,Male,26,7,15782.48,2,0,1,107170.13,0
811,26099248,Customer_810,799,Germany,Female,34,5,99188.76,3,0,0,82682.83,0
812,24677069,Customer_811,573,Germany,Male,28,9,118501.57,2,0,1,51728.06,0
813,85589337,Customer_812,362,Spain,Male,49,8,112816.65,2,0,0,69155.51,1
814,22433196,Customer_813,395,France,Male,27,9,217293.71,3,1,0,51767.28,1
815,49010202,Customer_814,504,France,Female,39,3,132515.61,2,1,1,46823.62,0
816,44626632,Customer_815,462,Spain,Female,34,7,116995.12,2,1,0,32905.18,1
817,87998328,Customer_816,582,Spain,Male,21,9,102677.31,2,0,0,60787.4,1
818,63237806,Customer_817,366,Spain,Male,65,2,204405.84,1,1,1,45138.21,1
819,22457080,Customer_818,709,Spain,Male,69,2,223764.15,2,0,0,105680.83,1
820,11222869,Customer_819,572,Germany,Female,64,7,213310.62,3,1,0,105742.74,1
821,92716910,Customer_820,703,France,Female,42,4,168386.64,3,1,1,80257.63,0
822,60066487,Customer_821,537,Germany,Female,38,2,34340.44,2,1,1,118912.23,0
823,13125354,Customer_822,797,France,Male,54,9,69217.49,2,1,0,127787.56,1
824,72802750,Customer_823,693,France,Female,55,0,11515.77,2,1,1,91167.3,0
825,19818159,Customer_824,714,Spain,Male,66,2,232706.02,3,0,1,96650.92,1
826,21145552,Customer_825,512,Germany,Male,18,8,165199.63,3,1,0,49604.03,1
827,25152994,Customer_826,845,Spain,Male,42,4,186590.72,1,0,0,135281.69,1
828,85191987,Customer_827,675,Germany,Female,68,9,77892.93,1,0,1,13388.85,0
829,32937902,Customer_828,816,France,Male,53,1,211413.38,1,0,0,58804.35,1
830,86415031,Customer_829,763,Spain,Female,34,6,64900.82,3,0,1,111052.06,0
831,77744469,Customer_830,804,Spain,Female,58,1,410.94,1,0,1,21212.53,0
832,84588685,Customer_831,423,France,Male,41,3,94103.74,2,0,0,35643.73,0
833,52758171,Customer_832,582,France,Male,19,6,142690.37,2,0,0,92500.0,1
834,10067661,Customer_833,573,France,Female,57,3,119676.21,3,0,1,88399.11,1
835,17585153,Customer_834,831,Spain,Male,32,6,215519.04,1,1,1,113449.96,0
836,33335437,Customer_835,668,Germany,Female,49,6,26351.32,2,1,1,123765.77,0
837,20466615,Customer_836,761,Spain,Male,56,0,138455.86,3,0,1,28001.14,1
838,44861938,Customer_837,409,Germany,Female,23,5,128244.84,1,0,0,12573.34,1
839,96787694,Customer_838,684,Spain,Female,18,8,70348.25,2,0,1,106549.39,0
840,12966422,Customer_839,571,Spain,Female,64,1,205557.03,1,1,0,52194.85,1
841,60154221,Customer_840,386,France,Female,40,2,188212.16,3,1,0,97637.75,1
842,13708654,Customer_841,826,Germany,Male,56,9,183214.8,1,0,1,31076.24,1
843,67647084,Customer_842,627,Spain,Male,34,4,219048.12,3,0,0,75665.61,1
844,52573305,Customer_843,545,Spain,Female,51,8,180696.15,1,1,0,80619.46,1
845,54653349,Customer_844,753,France,Female,58,3,57960.32,2,1,1,91910.89,0
846,15872354,Customer_845,701,France,Male,46,0,176390.68,3,0,0,81843.8,1
847,57756479,Customer_846,833,Germany,Male,26,3,76925.7,3,0,0,79396.71,0
848,92649048,Customer_847,591,Spain,Male,30,5,60543.66,3,0,1,56582.78,0
849,90123510,Customer_848,673,Germany,Male,23,4,18250.9,1,0,1,19965.23,0
850,19810404,Customer_849,568,Spain,Male,23,0,186007.15,1,1,1,22532.83,0
851,96205129,Customer_850,541,Germany,Male,37,3,177750.24,2,1,1,70728.96,0
852,16292518,Customer_851,366,France,Female,69,5,58624.87,3,0,1,59811.04,0
853,51142200,Customer_852,361,Spain,Male,20,9,187344.75,3,0,1,82258.87,0
854,74413145,Customer_853,755,Germany,Male,34,9,229460.22,1,0,1,52677.34,0
855,27547389,Customer_854,750,France,Female,66,3,27007.24,1,1,0,106307.41,1
856,72132760,Customer_855,743,France,Male,29,8,58159.16,2,0,0,130953.68,0
857,76689168,Customer_856,723,Germany,Male,65,4,187565.2,2,0,1,51840.85,1
858,32419480,Customer_857,542,Spain,Male,64,7,68626.67,1,0,0,37017.76,1
859,58766345,Customer_858,371,Spain,Male,62,8,156165.99,3,1,0,26265.28,1
860,44021442,Customer_859,823,France,Male,18,9,20291.06,2,0,1,96275.57,0
861,56523537,Customer_860,469,Spain,Female,34,4,113050.62,1,1,0,72139.84,1
862,35153646,Customer_861,559,Spain,Male,20,5,184772.86,1,0,1,36322.2,0
863,87620693,Customer_862,655,Spain,Female,43,0,171628.49,3,0,0,101439.14,1
864,18411883,Customer_863,619,France,Female,32,6,203768.03,1,0,1,30787.65,0
865,21082322,Customer_864,541,Germany,Male,53,3,219363.03,1,1,0,87602.1,1
866,26203305,Customer_865,524,Spain,Female,49,1,193295.88,2,0,0,83800.77,1
867,20848680,Customer_866,634,France,Male,49,4,167896.94,1,0,0,112791.89,1
868,93031557,Customer_867,553,France,Female,21,2,7930.62,1,1,1,17715.35,0
869,99838873,Customer_868,513,Germany,Female,35,5,133741.67,2,1,0,134302.21,1
870,69292991,Customer_869,600,Spain,Male,66,7,9424.43,3,1,0,108418.84,1
871,45555041,Customer_870,576,Spain,Male,36,6,202016.95,3,0,1,40257.64,0
872,63028791,Customer_871,785,Germany,Male,60,2,80181.13,2,1,1,35676.75,0
873,86301164,Customer_872,730,Germany,Male,69,7,140607.34,2,0,0,70432.43,1
874,86658629,Customer_873,809,France,Male,52,1,69861.33,3,1,0,124459.15,1
875,61646180,Customer_874,356,France,Female,57,9,195625.04,3,1,0,128013.0,1
876,89357216,Customer_875,378,Germany,Female,31,8,221625.63,3,1,0,82863.85,1
877,42359860,Customer_876,744,Spain,Female,50,3,99660.62,3,0,1,130513.52,0
878,44499221,Customer_877,382,France,Female,31,0,215730.6,3,0,0,10762.12,1
879,38272916,Customer_878,483,France,Female,51,7,66768.75,2,0,0,14924.45,1
880,91861231,Customer_879,716,Spain,Female,21,6,133665.23,1,0,1,137655.02,0
881,29032579,Customer_880,428,France,Female,41,4,214690.36,3,0,0,118546.47,1
882,40354781,Customer_881,765,Spain,Male,46,9,81470.34,3,0,0,73098.85,0
883,26514877,Customer_882,784,Spain,Male,36,4,238510.57,1,0,0,115505.42,1
884,83545310,Customer_883,808,Spain,Female,23,6,30469.88,1,0,1,143789.52,0
885,86165878,Customer_884,407,Germany,Female,50,4,4568.77,1,0,1,118092.53,0
886,97554946,Customer_885,820,Germany,Male,66,7,226033.84,1,1,0,127931.99,1
887,88350878,Customer_886,375,Germany,Male,57,5,17162.17,1,1,0,116484.92,1
888,27810471,Customer_887,831,Spain,Male,36,4,247972.3,1,0,1,33549.55,0
889,50636644,Customer_888,779,Spain,Male,18,8,237849.22,2,0,0,126700.38,1
890,68534435,Customer_889,575,Germany,Female,22,1,34255.23,1,0,0,37315.23,0
891,88550238,Customer_890,634,France,Male,44,0,134396.16,1,0,1,134965.59,0
892,67975251,Customer_891,353,Spain,Female,33,7,46230.07,2,1,1,74210.99,0
893,13094235,Customer_892,814,France,Female,23,2,107038.79,1,1,1,104776.75,0
894,57870026,Customer_893,448,France,Female,57,6,15356.28,3,0,0,79613.72,1
895,32763342,Customer_894,746,Spain,Male,30,9,55981.15,3,1,0,23158.73,0
896,29636869,Customer_895,838,Spain,Male,65,7,90818.2,1,1,0,50701.12,1
897,37132021,Customer_896,388,France,Female,52,5,109661.88,2,0,0,147722.46,1
898,43942384,Customer_897,620,France,Female,36,9,244374.06,3,0,1,144500.07,0
899,72867959,Customer_898,724,Germany,Female,29,8,201966.41,2,0,0,54868.17,1
900,27807333,Customer_899,634,Germany,Male,33,6,184352.49,3,0,0,149481.55,1
901,63228466,Customer_900,506,Spain,Female,60,9,134260.33,1,1,1,128377.17,1
902,45912253,Customer_901,424,Germany,Male,27,4,209999.44,2,0,1,95534.33,0
903,26263882,Customer_902,721,Germany,Female,42,7,84830.71,2,1,0,15617.45,0
904,49138695,Customer_903,637,Germany,Female,37,1,177224.78,2,0,1,136202.56,0
905,43799193,Customer_904,479,Germany,Female,48,6,248445.99,3,1,1,88040.1,0
906,93721515,Customer_905,524,France,Male,21,3,78657.23,3,0,0,131586.66,0
907,85495044,Customer_906,811,Spain,Male,61,8,168504.38,3,0,0,126820.08,1
908,58014453,Customer_907,433,Germany,Female,40,0,211078.72,1,1,0,126620.87,1
909,92405138,Customer_908,371,France,Male,19,6,228951.9,3,1,0,107744.34,1
910,61569363,Customer_909,808,France,Female,39,5,179483.17,1,1,1,50798.12,0
911,42686304,Customer_910,376,France,Male,68,7,70901.98,2,0,1,57062.44,0
912,85149843,Customer_911,544,Germany,Male,54,4,81570.54,2,1,0,53185.69,1
913,94740096,Customer_912,686,Germany,Male,25,0,5189.51,1,1,0,12806.44,0
914,82456281,Customer_913,731,Spain,Female,24,0,190221.49,3,1,1,91559.65,0
915,86362381,Customer_914,585,Germany,Male,31,8,10684.9,1,1,0,107836.71,0
916,41699263,Customer_915,789,Germany,Male,20,9,216163.09,2,1,0,129541.24,1
917,90480036,Customer_916,441,France,Female,67,5,29665.15,2,1,0,29623.16,1
918,36216317,Customer_917,826,Spain,Female,33,9,42969.13,1,1,0,86185.64,0
919,63215075,Customer_918,370,Germany,Female,36,4,119131.62,3,1,1,11121.14,0
920,44970444,Customer_919,652,Germany,Female,68,0,184470.1,3,1,0,23313.11,1
921,15752810,Customer_920,813,France,Male,35,5,34750.55,1,0,1,17589.64,0
922,10571650,Customer_921,706,France,Male,69,5,110017.77,1,0,0,111566.92,1
923,98362656,Customer_922,792,Germany,Male,33,2,120712.82,3,1,0,21348.34,1
924,82017911,Customer_923,433,Spain,Male,25,7,53071.41,2,0,1,110303.42,0
925,50435721,Customer_924,611,Spain,Male,50,0,28889.59,1,0,0,44947.46,0
926,84531076,Customer_925,496,France,Female,66,0,209105.23,3,1,1,132879.81,1
927,13757974,Customer_926,790,France,Male,29,5,125616.41,3,1,0,123841.0,1
928,85900553,Customer_927,802,Germany,Male,28,9,3595.31,2,1,0,144096.23,0
929,71119361,Customer_928,736,France,Male,22,0,200745.33,2,1,0,133726.68,1
930,52321932,Customer_929,606,Germany,Female,44,5,245198.45,2,1,0,140666.12,1
931,29931456,Customer_930,407,Spain,Female,29,0,151481.55,2,1,0,130223.94,1
932,69376958,Customer_931,729,Spain,Male,34,5,125927.1,2,0,1,107073.47,0
933,21643208,Customer_932,771,Germany,Female,23,2,219603.97,1,1,1,33836.28,0
934,53928336,Customer_933,364,France,Female,50,7,238129.2,3,0,0,48039.05,1
935,18112074,Customer_934,511,Spain,Female,22,5,188634.23,1,1,0,39781.78,1
936,28967438,Customer_935,794,France,Female,45,0,111363.23,1,1,1,94502.01,0
937,22138391,Customer_936,512,Spain,Female,31,4,148055.35,1,0,1,80506.79,0
938,63050917,Customer_937,669,Germany,Female,22,7,175233.84,1,1,0,131391.2,1
939,34012790,Customer_938,846,Germany,Female,50,2,48568.39,1,1,0,143374.2,0
940,66004002,Customer_939,630,Germany,Male,67,5,111800.26,2,0,1,66680.38,1
941,31982813,Customer_940,629,Spain,Male,65,4,207455.32,2,1,0,80889.08,1
942,65616606,Customer_941,361,France,Female,58,5,163681.34,3,0,1,146012.29,1
943,39967940,Customer_942,623,France,Male,36,9,102801.02,1,1,0,48673.45,1
944,87822269,Customer_943,620,France,Male,39,0,165840.63,3,1,1,120934.71,0
945,19742257,Customer_944,841,Spain,Female,22,6,29555.6,2,0,1,41533.59,0
946,62044151,Customer_945,557,Spain,Male,19,8,100374.4,2,1,0,105404.42,1
947,13609736,Customer_946,376,Spain,Female,47,1,198282.13,2,0,1,45506.19,0
948,85169697,Customer_947,421,Spain,Female,64,9,55127.2,1,0,0,133722.67,1
949,28161634,Customer_948,409,Spain,Female,56,4,46490.38,1,0,0,88606.91,1
950,27163810,Customer_949,779,France,Male,21,9,237704.66,2,1,0,36030.71,1
951,96755840,Customer_950,822,Spain,Male,50,3,52474.41,3,1,0,41411.68,0
952,22225855,Customer_951,494,Spain,Male,30,5,65229.64,3,0,1,79138.89,0
953,61424149,Customer_952,442,France,Male,37,5,242403.98,2,1,0,144624.28,1
954,82347195,Customer_953,658,Spain,Female,24,1,183677.14,3,1,0,117749.9,1
955,11135964,Customer_954,357,France,Female,32,1,174899.13,2,1,0,78363.35,1
956,73446855,Customer_955,428,France,Male,40,3,213231.6,3,0,0,57280.68,1
957,76318090,Customer_956,376,Germany,Female,31,0,28955.77,2,1,1,86897.59,0
958,70203880,Customer_957,523,Germany,Female,40,8,176489.06,3,0,0,114770.52,1
959,12155748,Customer_958,399,Germany,Male,36,6,125922.15,1,1,1,119750.0,0
960,70676365,Customer_959,849,Germany,Female,46,6,207287.66,2,1,1,55445.23,0
961,88542651,Customer_960,548,Spain,Male,37,2,127035.43,2,0,1,110962.3,0
962,41808285,Customer_961,736,Germany,Female,46,2,155060.34,3,1,0,102090.43,1
963,64256930,Customer_962,698,France,Male,41,0,119435.53,2,0,0,144275.72,1
964,44427604,Customer_963,797,Spain,Female,35,2,119539.73,2,1,0,140352.64,1
965,18910852,Customer_964,777,Germany,Female,27,2,191992.49,2,0,0,120513.11,1
966,82764242,Customer_965,530,France,Male,58,3,157141.6,1,1,1,111275.26,1
967,48428026,Customer_966,373,Spain,Male,25,3,158315.8,1,1,1,48365.82,0
968,47617741,Customer_967,665,Spain,Male,43,2,112570.62,3,1,0,128435.14,1
969,16941245,Customer_968,727,Germany,Male,46,9,132777.37,1,0,0,69850.8,1
970,74770179,Customer_969,736,Spain,Female,27,7,186429.42,3,0,0,48113.68,1
971,25876696,Customer_970,753,France,Female,34,7,206485.23,1,0,0,63782.51,1
972,19451244,Customer_971,395,Spain,Male,19,0,174140.35,3,1,0,127030.97,1
973,84926168,Customer_972,364,France,Female,23,6,231018.25,1,0,0,30808.65,1
974,27606951,Customer_973,502,Spain,Male,22,1,205081.02,1,0,0,73862.22,1
975,72056263,Customer_974,571,Germany,Male,45,0,140465.95,3,0,1,78930.06,0
976,17021862,Customer_975,555,France,Female,58,2,167851.52,2,0,1,15128.16,1
977,18351245,Customer_976,804,Spain,Female,22,3,231577.07,2,0,1,37404.44,0
978,96448549,Customer_977,622,Spain,Male,35,5,154792.01,1,0,1,125743.94,0
979,46640608,Customer_978,731,Spain,Male,43,9,206201.74,3,0,0,126307.43,1
980,15345854,Customer_979,585,France,Male,37,4,172202.63,2,0,0,50938.11,1
981,21683982,Customer_980,689,France,Female,58,3,137984.09,3,0,0,132485.61,1
982,74365536,Customer_981,577,France,Female,66,7,60459.55,2,0,0,118049.61,1
983,67821848,Customer_982,358,Germany,Female,44,3,106499.38,3,1,0,68507.05,1
984,59875088,Customer_983,515,Germany,Female,66,9,241935.71,1,1,1,114776.89,1
